run_key,sample_name,case_id,predicted_category,retrieval_context_available,final_status,llm_call_count,latency_seconds,selected_target_document,execution_error_code,execution_error_type,execution_error_message,repair_attempted_recorded,first_pass_safety_status,repair_safety_status
secondary_category_stress::CRPP2-RPP-DEVELOPER_SETUP-140,secondary_category_stress,CRPP2-RPP-DEVELOPER_SETUP-140,developer_setup,True,accepted_first_pass,2,31.777866040999925,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-RPP-DEVELOPER_SETUP-028,secondary_category_stress,CRPP1-RPP-DEVELOPER_SETUP-028,developer_setup,True,accepted_first_pass,2,33.66343947800033,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::GH-CAND-6273,secondary_category_stress,GH-CAND-6273,developer_setup,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP1-VAL-DEVELOPER_SETUP-088,secondary_category_stress,CRPP1-VAL-DEVELOPER_SETUP-088,developer_setup,True,accepted_first_pass,2,27.819968292999874,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-JOB-DEVELOPER_SETUP-081,secondary_category_stress,CRPP1-JOB-DEVELOPER_SETUP-081,developer_setup,True,human_review_required,3,36.75874959199973,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,True,fail,fail
secondary_category_stress::CRPP2-RPP-DEVELOPER_SETUP-156,secondary_category_stress,CRPP2-RPP-DEVELOPER_SETUP-156,developer_setup,True,accepted_first_pass,2,31.432341496999925,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-VAL-DEVELOPER_SETUP-001,secondary_category_stress,CRPP1-VAL-DEVELOPER_SETUP-001,developer_setup,True,human_review_required,3,38.43538750700009,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,True,fail,fail
secondary_category_stress::CRPP2-VAL-DEVELOPER_SETUP-185,secondary_category_stress,CRPP2-VAL-DEVELOPER_SETUP-185,developer_setup,True,human_review_required,3,39.77699415500001,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,True,fail,fail
secondary_category_stress::CRPP2-TFG-DEVELOPER_SETUP-114,secondary_category_stress,CRPP2-TFG-DEVELOPER_SETUP-114,developer_setup,True,accepted_first_pass,2,32.54767144900006,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP2-TFG-DEVELOPER_SETUP-104,secondary_category_stress,CRPP2-TFG-DEVELOPER_SETUP-104,developer_setup,True,accepted_first_pass,2,32.22986117599976,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::GH-CAND-5964,secondary_category_stress,GH-CAND-5964,developer_setup,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::GH-CAND-5543,secondary_category_stress,GH-CAND-5543,developer_setup,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP1-VAL-DEVELOPER_SETUP-071,secondary_category_stress,CRPP1-VAL-DEVELOPER_SETUP-071,developer_setup,True,accepted_first_pass,2,29.93334631400012,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP2-RPP-DEVELOPER_SETUP-182,secondary_category_stress,CRPP2-RPP-DEVELOPER_SETUP-182,developer_setup,True,accepted_first_pass,2,32.99779178000017,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-RPP-DEVELOPER_SETUP-097,secondary_category_stress,CRPP1-RPP-DEVELOPER_SETUP-097,developer_setup,True,human_review_required,3,34.139550082999904,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,True,fail,fail
secondary_category_stress::CRPP2-TFG-DEVELOPER_SETUP-192,secondary_category_stress,CRPP2-TFG-DEVELOPER_SETUP-192,developer_setup,True,accepted_first_pass,2,32.538166112,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-JOB-DEVELOPER_SETUP-072,secondary_category_stress,CRPP1-JOB-DEVELOPER_SETUP-072,developer_setup,True,accepted_first_pass,2,23.242303826999887,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-JOB-DEVELOPER_SETUP-047,secondary_category_stress,CRPP1-JOB-DEVELOPER_SETUP-047,developer_setup,True,accepted_first_pass,2,22.86330104400031,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP2-TFG-DEVELOPER_SETUP-148,secondary_category_stress,CRPP2-TFG-DEVELOPER_SETUP-148,developer_setup,True,accepted_first_pass,2,29.283612113000345,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-TFG-DEVELOPER_SETUP-034,secondary_category_stress,CRPP1-TFG-DEVELOPER_SETUP-034,developer_setup,True,accepted_first_pass,2,26.27491297900042,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP2-VAL-DEVELOPER_SETUP-127,secondary_category_stress,CRPP2-VAL-DEVELOPER_SETUP-127,developer_setup,True,accepted_first_pass,2,28.122701819000213,docs/docguard-contract-lab-v2/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP1-TFG-DEVELOPER_SETUP-097,secondary_category_stress,CRPP1-TFG-DEVELOPER_SETUP-097,developer_setup,True,human_review_required,3,33.55160447399976,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,True,fail,fail
secondary_category_stress::CRPP1-JOB-DEVELOPER_SETUP-082,secondary_category_stress,CRPP1-JOB-DEVELOPER_SETUP-082,developer_setup,True,accepted_first_pass,2,24.734078122000028,docs/docguard-contract-lab/DEVELOPER_SETUP.md,,,,False,pass,
secondary_category_stress::CRPP2-JOB-MODEL_CONTRACT-177,secondary_category_stress,CRPP2-JOB-MODEL_CONTRACT-177,model_contract,True,accepted_first_pass,2,39.375326830000176,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP1-TFG-MODEL_CONTRACT-007,secondary_category_stress,CRPP1-TFG-MODEL_CONTRACT-007,model_contract,True,accepted_first_pass,2,19.97785962800026,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::GH-CAND-4440,secondary_category_stress,GH-CAND-4440,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP2-TFG-MODEL_CONTRACT-105,secondary_category_stress,CRPP2-TFG-MODEL_CONTRACT-105,model_contract,True,accepted_first_pass,2,36.72390518800012,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::GH-CAND-5848,secondary_category_stress,GH-CAND-5848,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::GH-CAND-0374,secondary_category_stress,GH-CAND-0374,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP1-VAL-MODEL_CONTRACT-034,secondary_category_stress,CRPP1-VAL-MODEL_CONTRACT-034,model_contract,True,accepted_first_pass,2,30.050508589999936,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::GH-CAND-0409,secondary_category_stress,GH-CAND-0409,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::DGPR-c9db3526410f7510,secondary_category_stress,DGPR-c9db3526410f7510,model_contract,True,human_review_required,0,0.014026441000169143,,input_token_budget_exceeded,InputTokenBudgetExceeded,analysis prompt has 4524 tokens; maximum allowed input is 4096,,,
secondary_category_stress::CRPP2-JOB-MODEL_CONTRACT-130,secondary_category_stress,CRPP2-JOB-MODEL_CONTRACT-130,model_contract,True,accepted_first_pass,2,32.61693317799973,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP2-RPP-MODEL_CONTRACT-157,secondary_category_stress,CRPP2-RPP-MODEL_CONTRACT-157,model_contract,True,accepted_first_pass,2,27.62860785399971,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP1-RPP-MODEL_CONTRACT-047,secondary_category_stress,CRPP1-RPP-MODEL_CONTRACT-047,model_contract,True,accepted_first_pass,2,20.50205340599996,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP1-VAL-MODEL_CONTRACT-051,secondary_category_stress,CRPP1-VAL-MODEL_CONTRACT-051,model_contract,True,accepted_first_pass,2,22.803936499999963,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::GH-CAND-8117,secondary_category_stress,GH-CAND-8117,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP2-RPP-MODEL_CONTRACT-112,secondary_category_stress,CRPP2-RPP-MODEL_CONTRACT-112,model_contract,True,human_review_required,3,46.256986001999394,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,True,fail,fail
secondary_category_stress::CRPP1-VAL-MODEL_CONTRACT-035,secondary_category_stress,CRPP1-VAL-MODEL_CONTRACT-035,model_contract,True,accepted_first_pass,2,24.383704206000402,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::GH-CAND-5867,secondary_category_stress,GH-CAND-5867,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::GH-CAND-4439,secondary_category_stress,GH-CAND-4439,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP2-RPP-MODEL_CONTRACT-163,secondary_category_stress,CRPP2-RPP-MODEL_CONTRACT-163,model_contract,True,accepted_first_pass,2,23.121358931999566,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::GH-CAND-8317,secondary_category_stress,GH-CAND-8317,model_contract,False,retrieval_context_unavailable,0,0.0,,,,,,,
secondary_category_stress::CRPP2-JOB-MODEL_CONTRACT-150,secondary_category_stress,CRPP2-JOB-MODEL_CONTRACT-150,model_contract,True,accepted_first_pass,2,36.7752734149999,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP2-VAL-MODEL_CONTRACT-135,secondary_category_stress,CRPP2-VAL-MODEL_CONTRACT-135,model_contract,True,accepted_first_pass,2,21.45904430900009,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP1-RPP-MODEL_CONTRACT-015,secondary_category_stress,CRPP1-RPP-MODEL_CONTRACT-015,model_contract,True,accepted_first_pass,2,21.51835411399952,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP2-JOB-MODEL_CONTRACT-170,secondary_category_stress,CRPP2-JOB-MODEL_CONTRACT-170,model_contract,True,accepted_first_pass,2,32.53048755200052,docs/docguard-contract-lab-v2/MODEL_CONTRACTS.md,,,,False,pass,
secondary_category_stress::CRPP1-JOB-MODEL_CONTRACT-066,secondary_category_stress,CRPP1-JOB-MODEL_CONTRACT-066,model_contract,True,accepted_first_pass,2,24.132795894000083,docs/docguard-contract-lab/MODEL_CONTRACTS.md,,,,False,pass,
